country_code,category,month,country_group,hemisphere,total_pcs,month_num,quarter,month_sin,month_cos,is_peak_season,is_black_friday_month,is_holiday_season,lag_1,lag_2,lag_3,roll_mean_3,roll_std_3,roll_mean_6,roll_std_6,roll_mean_12,roll_std_12,avg_org_price_lag1,avg_sale_price_lag1,discount_rate_lag1,is_deep_discount_lag1,price_12m_avg_lag1,price_vs_12m_avg_lag1,n_styles_lag1,n_colors_lag1
FI,CAT_002,2025-11-01,FI,Northern,2.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,4.0,2.0,7.0,4.333333333333333,2.5166114784235845,9.833333333333334,7.678975626127913,8.333333333333334,6.400757530925298,45.04186666666666,16.995533333333334,0.6226725357741241,1,21.942818945494864,0.7745373725932662,1.0,1.0
FR,CAT_008,2025-11-01,FR,Northern,2.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,1.0,1.0,0.0,0.6666666666666666,0.5773502691896262,1.3333333333333333,1.032795558988728,5.5,6.317364237487885,61.7384,18.638,0.6981133297915073,1,17.792876616161617,1.0474978499581535,1.0,1.0
SE,CAT_001,2025-11-01,SE,Northern,10.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,16.0,21.0,9.0,15.333333333333334,6.027713773341712,12.0,6.387487769068524,9.5,5.869799439039246,60.5276875,38.71028125,0.3604533255958275,1,14.218026746922062,2.722619807870319,6.0,10.0
SE,CAT_002,2025-11-01,SE,Northern,5.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,6.0,3.0,8.0,5.666666666666667,2.516611478423584,10.0,5.656854249492389,7.583333333333333,5.567083998146992,54.914366666666666,37.181333333333335,0.3229215669730629,1,20.48325391184573,1.815206387293324,3.0,3.0
MO,CAT_012,2025-11-01,MO,Northern,10.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,2.0,5.0,6.0,4.333333333333333,2.081665999466129,10.0,6.542170893518448,6.75,6.077155435054972,155.3746,133.7828,0.1389660858338491,0,103.7770299971352,1.2891369121249,1.0,2.0
LT,CAT_009,2025-11-01,LT,Northern,8.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,4.0,16.0,18.0,12.666666666666666,7.571877794400364,12.333333333333334,6.889605697474031,15.0,8.377458933460561,181.009225,145.72925,0.1949070551514707,0,132.78567458971733,1.0974771973729536,2.0,3.0
LU,CAT_014,2025-11-01,LU,Northern,1.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,4.0,1.0,3.0,2.6666666666666665,1.5275252316519687,6.0,4.3817804600413295,5.083333333333333,3.895412997904384,48.9248,16.946025,0.6536311850022892,1,19.218193089990816,0.8817699416718732,1.0,2.0
CZ,CAT_014,2025-11-01,CZ,Northern,2.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,1.0,9.0,9.0,6.333333333333333,4.618802153517007,7.0,3.1622776601683733,5.25,3.671140521319325,50.0897,20.9678,0.5813949774105255,1,19.614674783549784,1.068985350579712,1.0,1.0
SE,CAT_007,2025-11-01,SE,Northern,7.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,5.0,5.0,7.0,5.666666666666667,1.1547005383792477,9.333333333333334,5.609515724790049,11.083333333333334,7.452374037035367,225.14724,185.55342,0.1758574522166028,0,162.37942959325397,1.1427150622760212,5.0,4.0
LV,CAT_013,2025-11-01,LV,Northern,5.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,2.0,2.0,4.0,2.6666666666666665,1.154700538379251,4.666666666666667,2.338090388900013,6.166666666666667,5.042245771899901,216.66695,154.31115,0.2877956236518768,0,143.7426610515873,1.0735236767644074,2.0,2.0
LV,CAT_012,2025-11-01,LV,Northern,1.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,0.0,4.0,9.0,4.333333333333333,4.509249752822916,10.166666666666666,7.960318251594374,9.833333333333334,10.3908467879041,,,,0,132.18495639989175,,,
LV,CAT_009,2025-11-01,LV,Northern,6.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,2.0,13.0,11.0,8.666666666666666,5.859465277082318,8.166666666666666,4.445971959725653,12.083333333333334,7.993842327161269,173.5665,164.20675,0.0539260168292844,0,127.22881031052884,1.290641243907089,1.0,2.0
LV,CAT_007,2025-11-01,LV,Northern,3.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,5.0,4.0,5.0,4.666666666666667,0.5773502691896168,5.333333333333333,2.3380903889000337,7.666666666666667,5.015128627614168,215.96802,167.47888,0.2245200006926951,0,139.52169409060846,1.2003787732912383,5.0,3.0
CN,CAT_002,2025-11-01,CN,Northern,8.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,7.0,5.0,11.0,7.666666666666667,3.0550504633038944,7.0,2.44948974278318,6.083333333333333,3.3698754585385795,43.05204285714285,29.05988571428572,0.3250056493088264,1,27.728994262101534,1.0479963838430004,2.0,2.0
RO,CAT_012,2025-11-01,RO,Northern,2.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,1.0,6.0,18.0,8.333333333333334,8.7368949480541,24.33333333333333,18.65118405535335,18.75,17.25806794200637,123.4769,98.5136,0.2021697985615123,0,121.7059610172416,0.8094393994887725,1.0,1.0
BH,CAT_002,2025-11-01,BH,Northern,8.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,3.0,2.0,6.0,3.6666666666666665,2.081665999466144,6.5,4.593473631142342,7.0,4.369314487526515,25.99,9.596666666666666,0.6307554187508015,1,20.76026294076294,0.4622613255934989,1.0,1.0
ZA,CAT_012,2025-11-01,ZA,Northern,2.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,3.0,1.0,0.0,1.3333333333333333,1.5275252316519436,3.0,3.0331501776206204,3.75,2.7344602259445487,138.54333333333332,126.40333333333332,0.0876260135216418,0,113.13506818181818,1.117278093916838,3.0,3.0
SI,CAT_007,2025-11-01,SI,Northern,4.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,0.0,4.0,3.0,2.333333333333333,2.0816659994661326,3.5,2.588435821108968,5.833333333333333,5.236816057896481,,,,0,155.6382563888889,,,
EE,CAT_002,2025-11-01,EE,Northern,2.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,3.0,6.0,6.0,5.0,1.7320508075688772,5.0,1.9999999999999991,4.083333333333333,2.3143164446679703,90.3757,33.2481,0.6321123930437053,1,24.892749722222224,1.335653970373502,2.0,2.0
AU,CAT_010,2025-11-01,AU,Southern,17.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,14.0,13.0,28.0,18.33333333333333,8.386497083606091,27.0,11.541230437002806,22.33333333333333,11.507573263909398,154.96337142857143,57.47883571428572,0.6290811487617903,1,60.42274514567914,0.951278125078633,2.0,5.0
KZ,CAT_005,2025-11-01,KZ,Northern,4.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,1.0,4.0,10.0,5.0,4.58257569495582,14.5,12.128478882366084,15.166666666666666,15.384959203617331,123.71,111.33,0.1000727507881335,0,105.17069202991762,1.0585648706041628,1.0,1.0
SI,CAT_013,2025-11-01,SI,Northern,5.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,1.0,8.0,8.0,5.666666666666667,4.041451884327381,5.5,2.664582518894843,7.416666666666667,6.556860852757532,200.3587,200.3587,0.0,0,143.69778452777777,1.3943061172336255,1.0,1.0
EE,CAT_007,2025-11-01,EE,Northern,3.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,7.0,2.0,4.0,4.333333333333333,2.516611478423584,7.0,3.405877273185281,6.666666666666667,3.2566947363946483,219.1631285714286,188.6217142857143,0.139354710278104,0,154.48563714375902,1.2209660248880574,4.0,2.0
LT,CAT_002,2025-11-01,LT,Northern,5.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,1.0,8.0,13.0,7.333333333333333,6.027713773341709,8.833333333333334,4.262237284181466,8.0,3.7658754867650863,32.6165,12.8136,0.6071436236260788,1,34.154845057118806,0.3751620005469559,1.0,1.0
SI,CAT_001,2025-11-01,SI,Northern,5.0,11,4,-0.5000000000000004,0.8660254037844384,1,1,1,2.0,8.0,3.0,4.333333333333333,3.21455025366432,7.333333333333333,5.609515724790034,6.0,5.081159495448043,61.7384,34.92295,0.4343398921902738,1,14.658744410589412,2.382397088168876,1.0,2.0
GB,CAT_013,2025-12-01,GB,Northern,156.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,369.0,347.0,541.0,419.0,106.2261737991159,514.0,127.21477901564737,475.0833333333333,193.3143734172319,182.379095184136,143.53588866855526,0.2129805857209859,0,155.55094961288967,0.922758035394605,14.0,59.0
BG,CAT_009,2025-12-01,BG,Northern,1.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,6.0,6.0,13.0,8.333333333333334,4.041451884327381,5.666666666666667,4.32049379893857,8.5,5.018148879997302,197.48961666666665,167.10585,0.1538499450224259,0,137.05829221737858,1.219231958143511,4.0,6.0
IL,CAT_005,2025-12-01,IL,Northern,18.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,47.0,39.0,45.0,43.66666666666666,4.163331998932249,40.333333333333336,9.437513796899404,45.16666666666666,20.89729575081354,124.98025957446808,92.63417234042552,0.2588095699606825,0,97.98444048753016,0.9453967576843434,19.0,24.0
IT,CAT_002,2025-12-01,IT,Northern,11.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,27.0,23.0,31.0,27.0,4.000000000000018,32.666666666666664,9.647106647418592,35.416666666666664,21.300697100557457,64.13412352941178,29.008082352941177,0.5476965964984596,1,36.29004846210055,0.7993398626412891,3.0,3.0
QA,CAT_009,2025-12-01,QA,Northern,24.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,75.0,33.0,32.0,46.66666666666666,24.542480178933285,41.16666666666666,19.44650782702813,44.16666666666666,16.856794332004977,161.39375068493152,125.34879452054794,0.2233355133728167,0,128.49715319923737,0.9754986114454391,10.0,29.0
IL,CAT_002,2025-12-01,IL,Northern,5.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,2.0,5.0,10.0,5.666666666666667,4.041451884327381,5.5,2.664582518894846,6.0,3.4641016151377544,44.13915,19.421,0.5600051201710953,1,22.821517996031744,0.8509951004739021,2.0,2.0
FR,CAT_001,2025-12-01,FR,Northern,48.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,111.0,73.0,90.0,91.33333333333331,19.035055380358965,77.83333333333333,20.213032099778257,61.66666666666666,32.015147929842485,61.650759550561794,32.44150449438202,0.4737858100876164,1,16.838358495479273,1.9266429386862056,16.0,40.0
RO,CAT_003,2025-12-01,RO,Northern,44.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,180.0,179.0,102.0,153.66666666666666,44.74743940532606,84.83333333333333,81.790993799236,52.16666666666666,66.66583332812493,241.8869179190752,182.71171040462428,0.2446399665741673,0,178.80107428253174,1.02187143526841,29.0,47.0
NO,CAT_013,2025-12-01,NO,Northern,4.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,6.0,5.0,3.0,4.666666666666667,1.5275252316519825,6.666666666666667,3.2659863237109086,8.666666666666666,5.820548760966433,155.83488333333332,126.25906666666668,0.1897894491530724,0,128.47597704772082,0.9827445532464744,4.0,6.0
AE,CAT_007,2025-12-01,AE,Northern,46.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,154.0,86.0,103.0,114.33333333333331,35.38832199092426,111.83333333333331,22.81593010742005,147.83333333333334,62.88059873259553,178.1103103896104,134.55793051948052,0.2445247542091218,0,139.62869394375068,0.9636839443165393,21.0,26.0
CH,CAT_007,2025-12-01,CH,Northern,28.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,78.0,40.0,64.0,60.66666666666666,19.218047073865733,88.66666666666667,33.42853072850589,111.58333333333331,76.47989436724035,166.8419896103896,123.7111974025974,0.2585128138816341,0,133.91970185407112,0.9237714517719158,16.0,20.0
NZ,CAT_003,2025-12-01,NZ,Southern,14.0,12,4,-2.4492935982947064e-16,1.0,0,0,1,37.0,21.0,23.0,27.0,8.717797887081364,24.83333333333333,7.0545493595740245,28.666666666666668,9.679719505077072,226.71965135135133,178.12307297297298,0.2143465645290156,0,164.31180411154256,1.0840552444549552,19.0,25.0
GB,CAT_012,2025-12-01,GB,Northern,74.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,161.0,97.0,201.0,153.0,52.45950819440979,652.1666666666666,617.9379958107991,623.3333333333334,562.1485299251167,176.07981592356688,140.7860044585987,0.2004421192732765,0,142.8732666440541,0.9853908135896728,25.0,41.0
ID,CAT_003,2025-12-01,ID,Northern,230.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,862.0,300.0,232.0,464.6666666666667,345.7764210199031,272.0,309.96064266290324,217.75,236.05204549382364,241.52792381562097,187.192514212548,0.224965332143342,0,172.38406275664315,1.0859038313582974,38.0,75.0
DK,CAT_013,2025-12-01,DK,Northern,5.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,13.0,4.0,5.0,7.333333333333333,4.932882862316247,6.166666666666667,4.070217029430576,6.5,4.210376791603424,254.08023,187.41651,0.2623727158937159,0,148.52515458333335,1.2618502941523335,6.0,9.0
CH,CAT_005,2025-12-01,CH,Northern,67.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,223.0,142.0,330.0,231.66666666666663,94.29916931412107,416.0,230.05303736312635,472.25,325.1942426528265,134.44398090909093,98.47819090909093,0.2675150628299198,0,106.17257540743344,0.9275294541098246,30.0,68.0
NZ,CAT_002,2025-12-01,NZ,Southern,10.0,12,4,-2.4492935982947064e-16,1.0,0,0,1,10.0,3.0,11.0,8.0,4.3588989435407175,11.333333333333334,4.589843860815632,16.25,12.983380985636284,35.41663333333334,9.526477777777778,0.7310168448785991,1,18.185507651915987,0.5238499776922141,2.0,2.0
EE,CAT_013,2025-12-01,EE,Northern,1.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,0.0,0.0,4.0,1.3333333333333333,2.3094010767584856,4.166666666666667,5.706721183540217,5.083333333333333,4.640892025018335,,,,0,136.44043083333332,,,
RO,CAT_005,2025-12-01,RO,Northern,13.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,80.0,37.0,116.0,77.66666666666667,39.55165398985644,101.33333333333331,36.88721549082636,104.91666666666669,66.90217870257676,139.21147875,88.7369425,0.3625745283594295,1,105.27862146170874,0.8428771318237182,22.0,40.0
VN,CAT_003,2025-12-01,VN,Northern,33.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,120.0,43.0,46.0,69.66666666666667,43.61574639202376,38.0,44.63630809105968,24.666666666666668,34.09967564050836,216.6602,169.71555833333335,0.2166740438099229,0,170.62027831472173,0.9946974650942748,26.0,42.0
BH,CAT_005,2025-12-01,BH,Northern,6.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,82.0,29.0,41.0,50.66666666666666,27.790885796126275,47.333333333333336,18.096040082478453,47.16666666666666,19.08751773629388,140.0216049382716,110.84518518518516,0.2083708422421585,0,111.98784323420348,0.9897965884865856,19.0,32.0
CH,CAT_015,2025-12-01,CH,Northern,3.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,28.0,34.0,31.0,31.0,2.999999999999999,31.666666666666668,6.055300708194977,18.166666666666668,14.861991383350617,77.90868235294117,77.90868235294117,0.0,0,69.36750462850429,1.1231293783765022,1.0,1.0
NL,CAT_012,2025-12-01,NL,Northern,2.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,15.0,0.0,11.0,8.666666666666666,7.767453465153683,44.66666666666666,46.68475839786123,51.75,49.20481314224896,182.9778533333333,143.84621333333334,0.2138599797031902,0,141.28742577067436,1.0181105115950813,6.0,8.0
AU,CAT_001,2025-12-01,AU,Southern,291.0,12,4,-2.4492935982947064e-16,1.0,0,0,1,797.0,344.0,438.0,526.3333333333334,239.06972483636093,438.5,184.3504814205811,340.6666666666667,170.23691156916018,52.105988888888895,25.73577619047619,0.5060879423024616,1,15.030802251865374,1.7122024333253598,22.0,69.0
NZ,CAT_001,2025-12-01,NZ,Southern,15.0,12,4,-2.4492935982947064e-16,1.0,0,0,1,20.0,20.0,7.0,15.666666666666666,7.505553499465138,16.333333333333332,8.164965809277266,15.583333333333334,7.038315053184162,33.00426315789474,19.390521052631577,0.4124843521012438,1,11.419508029716027,1.6980172002308025,11.0,15.0
QA,CAT_007,2025-12-01,QA,Northern,18.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,52.0,36.0,28.0,38.66666666666666,12.220201853215563,38.66666666666666,11.129540272026816,47.833333333333336,18.1249869383443,179.4276653846154,125.59759423076922,0.3000098732737661,1,140.76346943800513,0.8922598649508617,16.0,18.0
IL,CAT_003,2025-12-01,IL,Northern,22.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,36.0,20.0,19.0,25.0,9.539392014169456,15.0,13.2664991614216,13.833333333333334,12.662279942148375,194.76973611111111,158.6980888888889,0.1852014996911238,0,141.9255492134503,1.1181784376977353,16.0,19.0
NL,CAT_009,2025-12-01,NL,Northern,13.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,53.0,34.0,54.0,47.0,11.26942766958441,49.833333333333336,10.72225100744558,73.75,44.08694921299375,185.55303773584905,143.00068113207547,0.2293271892662332,0,140.8614079559302,1.0151870779029453,8.0,29.0
US,CAT_015,2025-12-01,US,Northern,373.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,103.0,232.0,270.0,201.66666666666663,87.53475500241791,304.1666666666667,132.61284502892877,247.75,128.48142773462348,1009.4,1009.4,0.0,0,684.8490492252794,1.4739014402398043,1.0,1.0
TH,CAT_005,2025-12-01,TH,Northern,114.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,471.0,148.0,218.0,279.0,169.92056967889445,258.5,110.1067663679213,212.91666666666663,108.70515445948556,149.49247142857143,106.1525997767857,0.2899134065924773,0,108.48775056432224,0.9784754428459458,30.0,77.0
IT,CAT_003,2025-12-01,IT,Northern,158.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,461.0,274.0,200.0,311.6666666666667,134.51517882132603,173.0,176.69974533088623,127.25,144.60109706612636,280.46446621621624,225.41705180180185,0.1962723305275226,0,185.21250437022368,1.217072532809193,38.0,70.0
QA,CAT_008,2025-12-01,QA,Northern,7.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,11.0,11.0,10.0,10.666666666666666,0.5773502691896305,8.0,3.224903099319419,7.333333333333333,2.994945236510507,56.39049,17.89872,0.6825932883363844,1,19.964739963924963,0.8965165603129251,3.0,4.0
GB,CAT_010,2025-12-01,GB,Northern,5.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,14.0,12.0,16.0,14.0,1.999999999999999,17.833333333333332,4.6224091842530175,15.916666666666666,4.378840305862089,171.07339999999996,67.54257692307692,0.6051836409221016,1,63.747404824344336,1.059534534922483,2.0,6.0
BG,CAT_013,2025-12-01,BG,Northern,6.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,0.0,4.0,11.0,5.0,5.5677643628300215,4.5,3.619392214170768,6.5,5.368256869616228,,,,0,135.52984494490357,,,
NO,CAT_012,2025-12-01,NO,Northern,1.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,1.0,1.0,2.0,1.3333333333333333,0.5773502691896178,7.5,7.765307463326881,9.0,9.46764826323642,122.4205,71.1194,0.4190564488790685,1,126.21542545997109,0.563476292543619,1.0,1.0
ID,CAT_002,2025-12-01,ID,Northern,61.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,143.0,72.0,102.0,105.66666666666669,35.641735835019794,96.16666666666669,25.825697796316515,77.08333333333333,32.15716612721547,97.14875,41.660618750000005,0.5711667031227885,1,42.81583892503826,0.9730188592810056,7.0,10.0
GB,CAT_014,2025-12-01,GB,Northern,76.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,129.0,158.0,291.0,192.66666666666663,86.38479804533503,297.1666666666667,133.87817845588825,274.9166666666667,151.53544939796242,84.23388873239436,29.45271408450704,0.6503460242934241,1,63.60944100693271,0.4630242558065716,7.0,4.0
CH,CAT_009,2025-12-01,CH,Northern,38.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,118.0,111.0,184.0,137.66666666666666,40.27819923151158,132.16666666666666,37.18825979615965,161.66666666666666,81.04357226862972,151.15344,121.51978,0.1960501858244178,0,120.682807214503,1.00693531087663,12.0,31.0
NO,CAT_005,2025-12-01,NO,Northern,7.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,26.0,16.0,40.0,27.33333333333333,12.055427546683292,50.333333333333336,31.174776128573367,61.083333333333336,42.71354550604492,144.531116,111.832288,0.2262407494314234,0,109.92132986124966,1.0173847800164215,14.0,20.0
NZ,CAT_005,2025-12-01,NZ,Southern,53.0,12,4,-2.4492935982947064e-16,1.0,0,0,1,180.0,94.0,91.0,121.66666666666669,50.54041287260458,106.66666666666669,36.77861697599117,120.33333333333331,53.28539512224092,146.9974426966292,111.36330449438202,0.2424133205894493,0,110.83674757130892,1.0047507431841078,28.0,60.0
CH,CAT_013,2025-12-01,CH,Northern,22.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,74.0,52.0,100.0,75.33333333333333,24.02776172125353,88.5,21.41728274081466,90.25,39.767791901578754,148.3116364864865,118.45772702702703,0.2012917540841754,0,126.18731002324886,0.9387451638774318,12.0,34.0
IL,CAT_013,2025-12-01,IL,Northern,5.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,10.0,13.0,11.0,11.333333333333334,1.5275252316519456,9.5,3.4496376621320675,9.166666666666666,5.254146991287987,141.31708999999998,112.69896,0.2025100431943509,0,119.18806896488502,0.9455557169334052,6.0,9.0
GB,CAT_015,2025-12-01,GB,Northern,23.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,54.0,64.0,73.0,63.66666666666666,9.50438495292218,74.16666666666667,16.142077520154164,45.75,32.02591280368276,129.67579565217392,129.67579565217392,0.0,0,119.2655550917283,1.087286229057828,1.0,1.0
VN,CAT_001,2025-12-01,VN,Northern,14.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,72.0,23.0,34.0,43.0,25.70992026436489,31.0,21.260291625469296,18.666666666666668,19.51378688998829,37.52826865671642,22.34690447761194,0.4045314298395558,1,13.453142539109692,1.6610917793108304,14.0,35.0
NO,CAT_003,2025-12-01,NO,Northern,17.0,12,4,-2.4492935982947064e-16,1.0,1,0,1,59.0,49.0,54.0,54.0,5.0,30.33333333333333,26.979004182264887,19.666666666666668,21.897834402404992,239.19542241379312,188.32249137931035,0.212683547708015,0,136.09708496903593,1.3837364071549103,20.0,23.0
