month,country_code,country_group,hemisphere,category,total_pcs,total_revenue,avg_org_price,avg_sale_price,n_transactions,n_styles,n_colors,active_days
2025-10-01,AE,AE,Northern,CAT_008,23,431.094,56.31820476190476,20.528285714285715,21,3,5,15
2025-11-01,AE,AE,Northern,CAT_008,22,374.5374,53.95353333333334,17.835114285714287,21,2,5,15
2025-12-01,AE,AE,Northern,CAT_008,15,245.42940000000002,47.98690666666667,16.36196,15,3,5,11
2024-01-01,AE,AE,Northern,CAT_009,43,4143.4459,103.94376511627907,96.35920697674418,43,5,18,22
2024-02-01,AE,AE,Northern,CAT_009,52,4893.2965,104.49232745098038,95.94699019607845,51,5,16,22
2024-03-01,AE,AE,Northern,CAT_009,85,8170.7993,105.03795,97.27142023809523,84,5,25,30
2024-04-01,AE,AE,Northern,CAT_009,90,8840.1659,106.66056999999999,98.22406555555555,90,5,24,28
2024-05-01,AE,AE,Northern,CAT_009,98,9321.8619,103.92092783505154,96.10166907216495,97,7,27,30
2024-06-01,AE,AE,Northern,CAT_009,80,7694.716,106.3239,98.65020512820513,78,7,24,27
2024-07-01,AE,AE,Northern,CAT_009,79,7478.544,104.12542692307693,95.87876923076922,78,7,31,28
2024-08-01,AE,AE,Northern,CAT_009,109,10511.6213,106.85852336448598,98.23945140186916,107,8,31,31
2024-09-01,AE,AE,Northern,CAT_009,113,10225.0275,104.18152566371681,90.48696902654868,113,8,34,29
2024-10-01,AE,AE,Northern,CAT_009,151,15251.663,108.496008,101.67775333333334,150,9,39,30
2024-11-01,AE,AE,Northern,CAT_009,165,14443.621,108.75459006211182,89.71193167701863,161,9,42,30
2024-12-01,AE,AE,Northern,CAT_009,72,6577.5346,108.97325285714285,93.96478,70,7,23,25
2025-01-01,AE,AE,Northern,CAT_009,199,20945.9801,113.54328274111677,106.32477208121827,197,9,37,30
2025-02-01,AE,AE,Northern,CAT_009,211,21634.1921,114.6974806763285,104.51300531400966,207,12,41,28
2025-03-01,AE,AE,Northern,CAT_009,225,24329.3339,117.53281036036036,109.59159414414415,222,13,39,31
2025-04-01,AE,AE,Northern,CAT_009,192,20401.0049,117.40052063492064,107.94182486772486,189,13,37,28
2025-05-01,AE,AE,Northern,CAT_009,183,23282.2923,142.94955138121546,128.63144917127073,181,11,35,31
2025-06-01,AE,AE,Northern,CAT_009,109,14865.1417,157.23448584905663,140.2371858490566,106,12,33,26
2025-07-01,AE,AE,Northern,CAT_009,115,16399.888,161.35058672566373,145.13175221238936,113,11,32,29
2025-08-01,AE,AE,Northern,CAT_009,116,16994.7647,161.06814173913043,147.78056260869565,115,12,32,31
2025-09-01,AE,AE,Northern,CAT_009,120,17327.6792,157.0119016666667,144.39732666666666,120,11,34,27
2025-10-01,AE,AE,Northern,CAT_009,119,17203.970400000002,157.22608067226892,144.5711798319328,119,12,36,30
2025-11-01,AE,AE,Northern,CAT_009,209,27468.7738,159.659313592233,133.34356213592233,206,11,37,29
2025-12-01,AE,AE,Northern,CAT_009,58,7958.0548,156.82895862068963,137.20784137931034,58,8,25,22
2024-01-01,AE,AE,Northern,CAT_010,14,1314.121,98.46131428571428,93.86578571428572,14,6,8,8
2024-02-01,AE,AE,Northern,CAT_010,7,410.9513,95.43434285714285,58.70732857142857,7,4,7,7
2024-03-01,AE,AE,Northern,CAT_010,12,826.9737,102.92074545454547,75.17942727272727,11,4,7,7
2024-04-01,AE,AE,Northern,CAT_010,9,754.0577,97.49896666666666,83.78418888888888,9,3,6,8
2024-05-01,AE,AE,Northern,CAT_010,7,601.3257,97.73228571428571,85.90367142857143,7,2,4,5
2024-06-01,AE,AE,Northern,CAT_010,2,195.8298,100.2356,97.9149,2,1,1,2
2024-07-01,AE,AE,Northern,CAT_010,5,473.7813,100.1024,94.75626,5,1,5,4
2024-08-01,AE,AE,Northern,CAT_010,1,99.996,99.996,99.996,1,1,1,1
2024-09-01,AE,AE,Northern,CAT_010,4,357.4434,99.1402,89.36085,4,2,4,4
2024-10-01,AE,AE,Northern,CAT_010,5,442.1117,124.86425,110.527925,4,2,3,3
2024-11-01,AE,AE,Northern,CAT_010,4,202.47390000000001,99.172675,50.618475000000004,4,3,4,3
2024-12-01,AE,AE,Northern,CAT_010,10,529.7787000000001,99.8674,52.97787000000001,10,3,7,6
2025-01-01,AE,AE,Northern,CAT_010,9,518.1041,100.6564,57.567122222222224,9,2,3,8
2025-02-01,AE,AE,Northern,CAT_010,11,655.7315,100.5706,59.611954545454545,11,3,6,6
2025-03-01,AE,AE,Northern,CAT_010,9,530.79,113.1130125,66.34875,8,3,5,5
2025-04-01,AE,AE,Northern,CAT_010,5,305.0145,100.2921,61.0029,5,2,4,3
2025-05-01,AE,AE,Northern,CAT_010,3,177.5316,143.3729,59.1772,3,3,3,3
2025-06-01,AE,AE,Northern,CAT_010,9,513.2645,142.07645555555555,57.02938888888889,9,3,5,5
2025-07-01,AE,AE,Northern,CAT_010,5,278.7158,177.8307,69.67895,4,2,4,4
2025-08-01,AE,AE,Northern,CAT_010,4,215.7833,143.6407,53.945825,4,2,4,4
2025-09-01,AE,AE,Northern,CAT_010,6,351.20619999999997,142.61378333333334,58.53436666666666,6,2,3,5
2025-10-01,AE,AE,Northern,CAT_010,2,106.9341,143.4435,53.46705,2,1,1,2
2025-12-01,AE,AE,Northern,CAT_010,2,133.3516,143.0828,66.6758,2,1,2,2
2024-01-01,AE,AE,Northern,CAT_012,39,3566.4755999999998,99.72658974358974,91.4480923076923,39,7,19,17
2024-02-01,AE,AE,Northern,CAT_012,44,4231.6371,101.9710976744186,98.41016511627907,43,12,23,18
2024-03-01,AE,AE,Northern,CAT_012,113,9997.7884,105.67763603603603,90.07016576576576,111,16,36,28
2024-04-01,AE,AE,Northern,CAT_012,364,35660.313,110.69925255681818,101.30770738636365,352,31,59,30
2024-05-01,AE,AE,Northern,CAT_012,602,61176.838599999995,112.37821509433962,104.93454305317323,583,38,74,31
2024-06-01,AE,AE,Northern,CAT_012,469,48215.9729,112.08061948051949,104.3635777056277,462,39,79,30
2024-07-01,AE,AE,Northern,CAT_012,460,45492.0339,112.22079026548673,100.64609269911504,452,36,74,31
2024-08-01,AE,AE,Northern,CAT_012,361,33049.5192,111.68566101694915,93.36022372881357,354,35,65,31
2024-09-01,AE,AE,Northern,CAT_012,196,18219.7892,109.8346056122449,92.95810816326531,196,35,51,29
2024-10-01,AE,AE,Northern,CAT_012,130,12901.0198,114.60948333333334,102.38904603174603,126,23,32,30
2024-11-01,AE,AE,Northern,CAT_012,141,12080.9671,112.02780145985402,88.18224160583941,137,31,49,27
2024-12-01,AE,AE,Northern,CAT_012,78,7081.6026,109.27664615384616,90.78977692307693,78,21,32,23
2025-01-01,AE,AE,Northern,CAT_012,84,8839.9332,118.46591785714286,105.23729999999999,84,17,30,27
2025-02-01,AE,AE,Northern,CAT_012,114,12514.188,120.02886339285715,111.73382142857143,112,25,28,27
2025-03-01,AE,AE,Northern,CAT_012,148,16598.7022,119.98399324324325,112.15339324324324,148,28,41,30
2025-04-01,AE,AE,Northern,CAT_012,270,30834.868,126.17220488721804,115.92055639097744,266,35,50,30
2025-05-01,AE,AE,Northern,CAT_012,254,34833.7623,154.9771093877551,142.17862163265306,245,30,40,31
2025-06-01,AE,AE,Northern,CAT_012,211,29041.7132,159.0249156862745,142.36133921568626,204,31,41,30
2025-07-01,AE,AE,Northern,CAT_012,195,23457.1259,149.37422835051547,120.91302010309278,194,29,40,31
2025-08-01,AE,AE,Northern,CAT_012,117,16231.385,160.9271293103448,139.92573275862068,116,23,34,27
2025-09-01,AE,AE,Northern,CAT_012,79,11278.2074,158.29133037974685,142.76211898734175,79,24,28,28
2025-10-01,AE,AE,Northern,CAT_012,67,8994.2771,154.79347164179103,134.24294179104476,67,21,23,24
2025-11-01,AE,AE,Northern,CAT_012,82,10366.986,160.57139375,129.58732500000002,80,18,23,24
2025-12-01,AE,AE,Northern,CAT_012,27,3314.1276,157.6802148148148,122.74546666666666,27,11,12,16
2024-01-01,AE,AE,Northern,CAT_013,82,9565.788700000001,133.23978987341772,121.08593291139242,79,5,24,15
2024-02-01,AE,AE,Northern,CAT_013,95,10674.6559,130.53832282608695,116.02886847826086,92,4,22,25
2024-03-01,AE,AE,Northern,CAT_013,102,12508.3137,141.00585483870967,134.49799677419355,93,2,22,29
2024-04-01,AE,AE,Northern,CAT_013,142,17345.9934,132.55452536231883,125.69560434782608,138,2,24,29
2024-05-01,AE,AE,Northern,CAT_013,120,14499.7104,128.44480084033614,121.84630588235294,119,2,21,27
2024-06-01,AE,AE,Northern,CAT_013,97,10541.1134,124.96433010752688,113.34530537634409,93,3,26,26
2024-07-01,AE,AE,Northern,CAT_013,76,8549.2463,125.94054594594594,115.53035540540542,74,3,22,28
2024-08-01,AE,AE,Northern,CAT_013,127,14600.704600000001,123.3824626984127,115.87860793650795,126,3,30,30
2024-09-01,AE,AE,Northern,CAT_013,72,7838.4645,123.6159647887324,110.40090845070422,71,3,25,26
2024-10-01,AE,AE,Northern,CAT_013,39,4489.5028,127.33953421052634,118.1448105263158,38,3,16,19
2024-11-01,AE,AE,Northern,CAT_013,72,7015.2558,124.02805915492958,98.80641971830985,71,3,21,25
2024-12-01,AE,AE,Northern,CAT_013,46,4100.2083,128.73648333333333,97.62400714285715,42,3,18,17
2025-01-01,AE,AE,Northern,CAT_013,58,6391.1658,123.71473448275862,110.19251379310344,58,4,22,22
2025-02-01,AE,AE,Northern,CAT_013,112,12384.297199999999,126.07706851851852,114.66941851851851,108,4,32,26
2025-03-01,AE,AE,Northern,CAT_013,110,12553.6627,123.91012272727272,114.12420636363638,110,10,33,27
2025-04-01,AE,AE,Northern,CAT_013,154,17652.9055,125.38497350993379,116.90665894039735,151,10,39,30
2025-05-01,AE,AE,Northern,CAT_013,142,19746.6965,158.54255693430656,144.1364708029197,137,10,33,29
2025-06-01,AE,AE,Northern,CAT_013,111,15539.400599999999,162.1028401869159,145.2280429906542,107,10,35,26
2025-07-01,AE,AE,Northern,CAT_013,188,28091.696799999998,168.14385,156.0649822222222,180,10,29,31
2025-08-01,AE,AE,Northern,CAT_013,161,23577.672,161.85937388535032,150.17625477707006,157,12,39,31
2025-09-01,AE,AE,Northern,CAT_013,131,19345.4907,163.93813984375,151.13664609375,128,12,35,29
2025-10-01,AE,AE,Northern,CAT_013,91,13005.5264,161.2337311111111,144.5058488888889,90,14,34,29
2025-11-01,AE,AE,Northern,CAT_013,149,19056.4532,166.3786070921986,135.15215035460992,141,13,41,30
2025-12-01,AE,AE,Northern,CAT_013,62,8205.4041,158.3040806451613,132.34522741935484,62,10,24,23
2024-01-01,AE,AE,Northern,CAT_014,19,576.6141,39.1088705882353,33.91847647058824,17,3,1,12
2024-02-01,AE,AE,Northern,CAT_014,18,397.039,38.95272857142857,28.359928571428572,14,3,2,13
2024-03-01,AE,AE,Northern,CAT_014,34,532.1259,35.29963846153846,20.46638076923077,26,3,3,16
2024-04-01,AE,AE,Northern,CAT_014,34,509.4607,32.69410357142857,18.195024999999998,28,2,2,22
2024-05-01,AE,AE,Northern,CAT_014,45,712.2674000000001,43.217910714285715,25.43812142857143,28,2,2,20
2024-06-01,AE,AE,Northern,CAT_014,33,506.1663,42.17996190476191,24.103157142857143,21,1,2,16
2024-07-01,AE,AE,Northern,CAT_014,34,526.0689,39.789026086956525,22.872560869565216,23,2,2,19
2024-08-01,AE,AE,Northern,CAT_014,51,817.7666,40.456849999999996,24.051958823529414,34,4,2,22
2024-09-01,AE,AE,Northern,CAT_014,42,634.1463,43.377388461538466,24.390242307692308,26,3,2,21
2024-10-01,AE,AE,Northern,CAT_014,58,875.426,39.92648205128205,22.446820512820516,39,3,3,26
2024-11-01,AE,AE,Northern,CAT_014,51,740.5134,47.77273448275862,25.53494482758621,29,4,3,19
2024-12-01,AE,AE,Northern,CAT_014,37,591.3864,55.752338095238095,28.161257142857142,21,6,6,12
2025-01-01,AE,AE,Northern,CAT_014,31,471.0153,38.101822727272726,21.409786363636364,22,3,2,18
2025-02-01,AE,AE,Northern,CAT_014,49,761.7126,41.439384375,23.80351875,32,4,2,20
2025-03-01,AE,AE,Northern,CAT_014,56,823.5559000000001,43.308954285714286,23.53016857142857,35,4,3,24
2025-04-01,AE,AE,Northern,CAT_014,34,517.1095,36.548552,20.68438,25,2,2,20
2025-05-01,AE,AE,Northern,CAT_014,80,1248.7248,79.12609743589744,32.01858461538461,39,5,3,28
